Year,Round,Team1,Team2,Team1_Seed,Team2_Seed,SeedDiff,Team1_AdjEM,Team2_AdjEM,Team1_AdjO,Team2_AdjO,Team1_AdjD,Team2_AdjD,Team1_AdjT,Team2_AdjT,Team1_Luck,Team2_Luck,Team1_SOS,Team2_SOS,Team1_NCSOS,Team2_NCSOS,Team1_KenPomRank,Team2_KenPomRank,Team1_ChampOdds,Team2_ChampOdds,Team1_FFOdds,Team2_FFOdds,Team1_E8Odds,Team2_E8Odds,Team1_Won,RelativeAdjEM,RelativeAdjO,RelativeAdjD,RelativeAdjT,RelativeLuck,RelativeSOS,RelativeNCSOS,RelativeKenPomRank,RelativeChampOdds,Team1_ChampProb,Team2_ChampProb,RelativeChampProb,RelativeFFOdds,Team1_FFProb,Team2_FFProb,RelativeFFProb,RelativeE8Odds,Team1_OffDefRatio,Team2_OffDefRatio,RelativeOffDefRatio,Team1_ExpectedOutput,Team2_ExpectedOutput,RelativeExpectedOutput,RelativeMomentum,RelativeVolatility,RelativeELO
2019,R64,Team_1,Team_2,6,9,-3,19.3573617497074,4.0695803766641685,115.43147312150498,107.73406368565992,100.94676509180918,100.40529899366258,67.49536584609264,65.89418270098274,0.0201521222047876,-0.0017266632580923,5.42912713823718,1.1934270082089045,3.356619050863089,2.4396438993191985,8,56,373,1279,188,766,72,256,1,15.287781373043233,7.69740943584506,0.5414660981466,1.6011831451099,0.021878785462879902,4.235700130028276,0.9169751515438906,48,906,0.2680965147453083,0.07818608287724785,0.18991043186806048,578,0.5319148936170213,0.13054830287206268,0.4013665907449586,184,1.1434885805059947,1.0729918118411252,0.07049676866486942,77.91089508489387,70.99048075622184,6.920414328672024,0.8233056253613812,0.08437199380310845,-38.45054270831103
2019,R64,Team_2,Team_1,9,6,3,4.0695803766641685,19.3573617497074,107.73406368565992,115.43147312150498,100.40529899366258,100.94676509180918,65.89418270098274,67.49536584609264,-0.0017266632580923,0.0201521222047876,1.1934270082089045,5.42912713823718,2.4396438993191985,3.356619050863089,56,8,1279,373,766,188,256,72,0,-15.287781373043233,-7.69740943584506,-0.5414660981466,-1.6011831451099,-0.021878785462879902,-4.235700130028276,-0.9169751515438906,-48,-906,0.07818608287724785,0.2680965147453083,-0.18991043186806048,-578,0.13054830287206268,0.5319148936170213,-0.4013665907449586,-184,1.0729918118411252,1.1434885805059947,-0.07049676866486942,70.99048075622184,77.91089508489387,-6.920414328672024,1.7825841040722028,-0.4923923713872047,124.5180978803881
2019,R64,Team_3,Team_4,4,15,-11,10.26426071774866,-1.854817407739331,117.1812644379934,103.07377651768846,95.8208899539576,104.3370581861367,73.23797897182234,68.33906977237548,0.0216830378080163,-0.0088722336105258,8.037142518499245,1.222537852919381,5.812884523006375,-0.3284290614009725,8,91,325,1309,100,499,20,155,1,12.119078125487992,14.107487920304948,-8.516168232179098,4.898909199446862,0.0305552714185421,6.814604665579863,6.141313584407347,83,984,0.3076923076923077,0.07639419404125286,0.23129811365105485,399,1.0,0.20040080160320642,0.7995991983967936,135,1.2229198089717135,0.9878923012550866,0.23502750771662684,85.82118980801314,70.43966005144549,15.381529756567659,1.033615736578381,-0.5559601045530553,-72.13829850494537
2019,R64,Team_4,Team_3,15,4,11,-1.854817407739331,10.26426071774866,103.07377651768846,117.1812644379934,104.3370581861367,95.8208899539576,68.33906977237548,73.23797897182234,-0.0088722336105258,0.0216830378080163,1.222537852919381,8.037142518499245,-0.3284290614009725,5.812884523006375,91,8,1309,325,499,100,155,20,0,-12.119078125487992,-14.107487920304948,8.516168232179098,-4.898909199446862,-0.0305552714185421,-6.814604665579863,-6.141313584407347,-83,-984,0.07639419404125286,0.3076923076923077,-0.23129811365105485,-399,0.20040080160320642,1.0,-0.7995991983967936,-135,0.9878923012550866,1.2229198089717135,-0.23502750771662684,70.43966005144549,85.82118980801314,-15.381529756567659,-1.260308630893933,0.056518828212082005,-76.9029780355601
2019,R64,Team_5,Team_6,2,9,-7,11.833474489496968,12.084475221095976,109.95785777247536,103.08459487239244,99.04912625766002,105.83356083811556,69.10211175629249,67.60320525167984,0.0274706047388003,-0.0064284810985768,9.094767109953416,-0.8964294144926974,4.356411773649173,3.748092656355756,26,83,421,668,159,687,27,225,1,-0.2510007315990084,6.873262900082921,-6.784434580455539,1.4989065046126484,0.0338990858373771,9.991196524446114,0.6083191172934166,57,247,0.2375296912114014,0.1497005988023952,0.08782909240900622,528,0.6289308176100629,0.14556040756914118,0.4833704100409217,198,1.1101345557197353,0.9740255742700752,0.1361089814496601,75.98320176276107,69.6884902544461,6.294711508314975,-0.3268687195613177,1.0666063793845406,119.96479991884657
2019,R64,Team_6,Team_5,9,2,7,12.084475221095976,11.833474489496968,103.08459487239244,109.95785777247536,105.83356083811556,99.04912625766002,67.60320525167984,69.10211175629249,-0.0064284810985768,0.0274706047388003,-0.8964294144926974,9.094767109953416,3.748092656355756,4.356411773649173,83,26,668,421,687,159,225,27,0,0.2510007315990084,-6.873262900082921,6.784434580455539,-1.4989065046126484,-0.0338990858373771,-9.991196524446114,-0.6083191172934166,-57,-247,0.1497005988023952,0.2375296912114014,-0.08782909240900622,-528,0.14556040756914118,0.6289308176100629,-0.4833704100409217,-198,0.9740255742700752,1.1101345557197353,-0.1361089814496601,69.6884902544461,75.98320176276107,-6.294711508314975,0.6291858890392494,-0.29756226740298003,108.05382055528389
2019,R64,Team_7,Team_8,7,14,-7,11.708087697104446,-4.400087190088822,113.62545258627222,106.46076989662384,92.93288359232484,103.64086875378732,68.49884905471625,66.15144070017264,0.0235754171645638,-0.0077924631929883,9.51774433025439,-1.876966077427611,6.295324456141987,1.7331690714458832,3,34,277,1757,178,618,57,315,1,16.108174887193268,7.164682689648373,-10.707985161462474,2.347408354543603,0.0313678803575521,11.394710407682,4.562155384696104,31,1480,0.36101083032490977,0.056915196357427436,0.30409563396748235,440,0.5617977528089888,0.16181229773462782,0.399985455074361,258,1.2226614325745115,1.0272083896704454,0.19545304290406618,77.83212725480878,70.42533306711238,7.406794187696406,-0.41330686072768946,-0.40983871163782765,67.06640400297384
2019,R64,Team_8,Team_7,14,7,7,-4.400087190088822,11.708087697104446,106.46076989662384,113.62545258627222,103.64086875378732,92.93288359232484,66.15144070017264,68.49884905471625,-0.0077924631929883,0.0235754171645638,-1.876966077427611,9.51774433025439,1.7331690714458832,6.295324456141987,34,3,1757,277,618,178,315,57,0,-16.108174887193268,-7.164682689648373,10.707985161462474,-2.347408354543603,-0.0313678803575521,-11.394710407682,-4.562155384696104,-31,-1480,0.056915196357427436,0.36101083032490977,-0.30409563396748235,-440,0.16181229773462782,0.5617977528089888,-0.399985455074361,-258,1.0272083896704454,1.2226614325745115,-0.19545304290406618,70.42533306711238,77.83212725480878,-7.406794187696406,-0.6623005299619918,0.14181584988875748,16.53842051562705
2019,R64,Team_9,Team_10,8,10,-2,17.158399414454664,5.456117193143331,116.1702991309267,102.59514740250872,95.37610611066138,103.0672314426228,63.73719613040944,68.56921536539755,0.0216666795041663,-0.0054566794738036,12.335554587567628,0.872544303503714,1.875435247868131,-3.424917746447633,29,68,201,1475,134,230,23,313,1,11.702282221311332,13.575151728417978,-7.691125331961416,-4.832019234988117,0.0271233589779699,11.463010284063914,5.300352994315764,39,1274,0.4975124378109453,0.06779661016949153,0.4297158276414538,96,0.746268656716418,0.43478260869565216,0.3114860480207658,290,1.2180230863706951,0.9954196495481021,0.22260343682259298,74.04369140236207,70.34868757687327,3.695003825488797,-0.5123952286981542,0.22499186594255577,-76.94373289636295
2019,R64,Team_10,Team_9,10,8,2,5.456117193143331,17.158399414454664,102.59514740250872,116.1702991309267,103.0672314426228,95.37610611066138,68.56921536539755,63.73719613040944,-0.0054566794738036,0.0216666795041663,0.872544303503714,12.335554587567628,-3.424917746447633,1.875435247868131,68,29,1475,201,230,134,313,23,0,-11.702282221311332,-13.575151728417978,7.691125331961416,4.832019234988117,-0.0271233589779699,-11.463010284063914,-5.300352994315764,-39,-1274,0.06779661016949153,0.4975124378109453,-0.4297158276414538,-96,0.43478260869565216,0.746268656716418,-0.3114860480207658,-290,0.9954196495481021,1.2180230863706951,-0.22260343682259298,70.34868757687327,74.04369140236207,-3.695003825488797,0.5269017279842099,-0.375862269213793,53.08916829873236
